series_id,check_timestamp,data_available,response_time_ms,record_count,last_period,error_message
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.Tert_March.levels.Q,2025-07-13T17:39:01.883539,1,354,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.ASSOC.levels.Q,2025-07-13T17:39:01.949731,1,356,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.BTP.levels.Q,2025-07-13T17:39:02.010409,1,377,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.BZ.levels.Q,2025-07-13T17:39:02.085480,1,399,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CA.levels.Q,2025-07-13T17:39:02.069991,1,343,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CAISSE_CONGES.levels.Q,2025-07-13T17:39:02.174087,1,389,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CD.levels.Q,2025-07-13T17:39:02.258257,1,351,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CB.levels.Q,2025-07-13T17:39:02.241558,1,390,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CC.levels.Q,2025-07-13T17:39:02.281585,1,401,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CE.levels.Q,2025-07-13T17:39:02.298781,1,364,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CF.levels.Q,2025-07-13T17:39:02.338112,1,357,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CG.levels.Q,2025-07-13T17:39:02.386663,1,346,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CI.levels.Q,2025-07-13T17:39:02.513812,1,364,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CJ.levels.Q,2025-07-13T17:39:02.591644,1,394,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CM.levels.Q,2025-07-13T17:39:02.791205,1,375,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CL.levels.Q,2025-07-13T17:39:02.751752,1,380,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CH.levels.Q,2025-07-13T17:39:02.434832,1,333,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CK.levels.Q,2025-07-13T17:39:02.618460,1,363,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CONC_INSEE.levels.Q,2025-07-13T17:39:02.989693,1,361,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.EZ.levels.Q,2025-07-13T17:39:03.103187,1,399,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.DZ.levels.Q,2025-07-13T17:39:03.046569,1,386,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.FZ.levels.Q,2025-07-13T17:39:03.111543,1,378,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.HZ.levels.Q,2025-07-13T17:39:03.224247,1,346,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.GZ.levels.Q,2025-07-13T17:39:03.168316,1,370,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.INDUSTRIE.levels.Q,2025-07-13T17:39:03.277791,1,373,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.INTERIM.levels.Q,2025-07-13T17:39:03.393367,1,444,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.ISBLSM.levels.Q,2025-07-13T17:39:03.398874,1,396,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.JA.levels.Q,2025-07-13T17:39:03.491038,1,398,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.IZ.levels.Q,2025-07-13T17:39:03.450584,1,385,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.JB.levels.Q,2025-07-13T17:39:03.572656,1,424,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.KZ.levels.Q,2025-07-13T17:39:03.621953,1,403,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.JC.levels.Q,2025-07-13T17:39:03.602184,1,415,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.MA.levels.Q,2025-07-13T17:39:03.722139,1,387,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.LZ.levels.Q,2025-07-13T17:39:03.683045,1,378,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.MB.levels.Q,2025-07-13T17:39:03.759065,1,386,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.N29.levels.Q,2025-07-13T17:39:03.883285,1,394,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.MC.levels.Q,2025-07-13T17:39:03.842257,1,382,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.N30.levels.Q,2025-07-13T17:39:03.921268,1,395,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.N43.levels.Q,2025-07-13T17:39:04.043677,1,387,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.N42.levels.Q,2025-07-13T17:39:03.996575,1,375,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.N41.levels.Q,2025-07-13T17:39:03.955276,1,392,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.N45.levels.Q,2025-07-13T17:39:04.093402,1,378,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.N46.levels.Q,2025-07-13T17:39:04.133674,1,373,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.N47.levels.Q,2025-07-13T17:39:04.222005,1,381,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.N55.levels.Q,2025-07-13T17:39:04.262103,1,367,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.N56.levels.Q,2025-07-13T17:39:04.344695,1,394,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.OQ.levels.Q,2025-07-13T17:39:04.399392,1,360,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.OZ.levels.Q,2025-07-13T17:39:04.474684,1,364,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.NZ.levels.Q,2025-07-13T17:39:04.383545,1,405,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.QA.levels.Q,2025-07-13T17:39:04.556161,1,377,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.QB.levels.Q,2025-07-13T17:39:04.591631,1,382,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.RZ.levels.Q,2025-07-13T17:39:04.620803,1,373,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.PZ.levels.Q,2025-07-13T17:39:04.533995,1,384,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.TERTIAIRE.levels.Q,2025-07-13T17:39:04.743241,1,377,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.SZ.levels.Q,2025-07-13T17:39:04.677334,1,365,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.TERT_INTERIM.levels.Q,2025-07-13T17:39:04.797115,1,368,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.TOT_INTERIM.levels.Q,2025-07-13T17:39:04.902661,1,379,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.TZ.levels.Q,2025-07-13T17:39:04.935327,1,381,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.Tert_March.levels.Q,2025-07-13T17:39:04.962451,1,371,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.TOT.levels.Q,2025-07-13T17:39:04.853981,1,378,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.ASSOC.levels.Q,2025-07-13T17:39:05.070900,1,375,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.BTP.levels.Q,2025-07-13T17:39:05.088467,1,364,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.CA.levels.Q,2025-07-13T17:39:05.212292,1,392,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.BZ.levels.Q,2025-07-13T17:39:05.145861,1,379,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.CAISSE_CONGES.levels.Q,2025-07-13T17:39:05.258222,1,376,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.CB.levels.Q,2025-07-13T17:39:05.287636,1,375,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.CC.levels.Q,2025-07-13T17:39:05.340532,1,326,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.CD.levels.Q,2025-07-13T17:39:05.505658,1,379,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.CE.levels.Q,2025-07-13T17:39:05.620726,1,378,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.CF.levels.Q,2025-07-13T17:39:05.661366,1,388,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.CG.levels.Q,2025-07-13T17:39:05.678062,1,375,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.CI.levels.Q,2025-07-13T17:39:05.769474,1,386,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.CH.levels.Q,2025-07-13T17:39:05.740436,1,387,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.CJ.levels.Q,2025-07-13T17:39:05.800030,1,388,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.CK.levels.Q,2025-07-13T17:39:05.844903,1,388,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.CL.levels.Q,2025-07-13T17:39:05.894103,1,368,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.CONC_INSEE.levels.Q,2025-07-13T17:39:05.993590,1,381,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.CM.levels.Q,2025-07-13T17:39:05.962159,1,388,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.DZ.levels.Q,2025-07-13T17:39:06.028159,1,371,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.EZ.levels.Q,2025-07-13T17:39:06.098616,1,387,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.FZ.levels.Q,2025-07-13T17:39:06.131890,1,375,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.GZ.levels.Q,2025-07-13T17:39:06.209299,1,365,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.HZ.levels.Q,2025-07-13T17:39:06.274134,1,382,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.INDUSTRIE.levels.Q,2025-07-13T17:39:06.320458,1,368,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.INTERIM.levels.Q,2025-07-13T17:39:06.418706,1,412,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.JA.levels.Q,2025-07-13T17:39:06.472082,1,382,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.IZ.levels.Q,2025-07-13T17:39:06.409711,1,374,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.JB.levels.Q,2025-07-13T17:39:06.556727,1,404,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.JC.levels.Q,2025-07-13T17:39:06.617563,1,409,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.KZ.levels.Q,2025-07-13T17:39:06.650348,1,387,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.LZ.levels.Q,2025-07-13T17:39:06.711394,1,401,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.MA.levels.Q,2025-07-13T17:39:06.753033,1,397,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.MB.levels.Q,2025-07-13T17:39:06.794330,1,409,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.MC.levels.Q,2025-07-13T17:39:06.814601,1,379,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.N29.levels.Q,2025-07-13T17:39:06.909764,1,438,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.N30.levels.Q,2025-07-13T17:39:06.922061,1,412,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.N42.levels.Q,2025-07-13T17:39:07.006025,1,410,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.N41.levels.Q,2025-07-13T17:39:06.966180,1,409,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.N43.levels.Q,2025-07-13T17:39:07.071525,1,412,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.N46.levels.Q,2025-07-13T17:39:07.131939,1,380,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.N47.levels.Q,2025-07-13T17:39:07.165076,1,373,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.N55.levels.Q,2025-07-13T17:39:07.234423,1,385,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.N56.levels.Q,2025-07-13T17:39:07.276706,1,378,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.NZ.levels.Q,2025-07-13T17:39:07.334548,1,367,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.OZ.levels.Q,2025-07-13T17:39:07.483799,1,379,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.OQ.levels.Q,2025-07-13T17:39:07.536993,1,478,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.PZ.levels.Q,2025-07-13T17:39:07.570865,1,382,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.QA.levels.Q,2025-07-13T17:39:07.611207,1,382,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.QB.levels.Q,2025-07-13T17:39:07.614302,1,355,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.RZ.levels.Q,2025-07-13T17:39:07.736615,1,368,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.SZ.levels.Q,2025-07-13T17:39:07.795380,1,375,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.TERTIAIRE.levels.Q,2025-07-13T17:39:07.846344,1,394,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.TOT.levels.Q,2025-07-13T17:39:07.920988,1,398,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.TERT_INTERIM.levels.Q,2025-07-13T17:39:07.853394,1,370,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.TOT_INTERIM.levels.Q,2025-07-13T17:39:07.983844,1,389,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.TZ.levels.Q,2025-07-13T17:39:08.107092,1,421,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.Tert_March.levels.Q,2025-07-13T17:39:08.120035,1,402,108,,
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_seasonally_adjusted.N45.levels.Q,2025-07-13T17:39:09.907949,1,3199,108,,
